lat,lon,LST,NDVI,NDBI,NDWI,UHI_index,heat_zone,pop_density,dist_water,elevation,imperv_fraction,heat_stress_index,land_use,gi_z_score,is_hotspot,is_coldspot,hotspot_score,cluster_id
28.838422931149807,77.22592588768,40.36,0.3453,-0.1064,-0.1188,-0.1596,Moderate,7415,19.625,202.4,0.388,0.4294,Residential,-2.604,False,True,0.4167,-1
28.648581716320916,77.31073221905646,49.41,0.4286,-0.026,-0.1663,1.9843,Extreme,19229,12.74,190.9,0.5369,0.6532,Residential,16.588,True,False,0.6251,54
28.561462922267218,77.33490000306952,42.8,0.3369,-0.0577,-0.1523,0.4193,Moderate,15339,19.075,203.8,0.4576,0.5219,Residential,5.161,True,False,0.505,22
28.47537223872041,77.32331381490643,43.47,0.4374,-0.1177,-0.1542,0.5772,High,14581,25.199,200.7,0.4383,0.4879,Transportation,2.437,True,False,0.4738,3
28.405668362325923,77.12307937483835,40.12,0.5032,-0.1717,0.0027,-0.2163,Moderate,23884,29.826,197.7,0.4054,0.4151,Residential,-5.372,False,True,0.4112,-1
28.519014555997224,77.09085883807194,41.16,0.4769,-0.224,-0.1668,0.0293,Moderate,8236,19.945,199.6,0.3819,0.3768,Commercial,-4.426,False,True,0.3763,-1
28.838729630375028,77.34369665947166,38.01,0.6675,-0.3048,-0.1908,-0.7168,Low,6803,25.324,188.2,0.3827,0.2599,Residential,-5.802,False,True,0.2583,-1
28.78268585229067,76.95127139433596,32.99,0.5415,-0.2761,-0.197,-1.9048,Very Low,10279,30.291,200.5,0.2628,0.1913,Green Space,-5.089,False,True,0.1964,-1
28.865500979720345,76.93564043345923,40.16,0.4672,-0.1676,-0.1629,-0.2061,Moderate,6902,35.0,191.3,0.2764,0.3584,Commercial,-6.016,False,True,0.347,-1
28.448365530138258,77.33122297185037,40.75,0.5094,-0.2118,-0.2812,-0.0656,Moderate,9663,28.194,205.0,0.3607,0.3683,Transportation,0.634,False,False,0.3634,-1
28.68424579688272,77.19148935913033,42.26,0.4623,-0.2283,0.0815,0.2911,Moderate,39897,2.329,199.3,0.3925,0.4686,Transportation,1.495,False,False,0.4877,-1
28.523432227534773,77.11351504499706,40.07,0.4791,-0.1959,-0.2627,-0.2267,Moderate,7364,18.147,206.7,0.3033,0.3509,Transportation,-4.864,False,True,0.3442,-1
28.660612018770756,76.90734539434906,40.08,0.48,-0.1413,-0.259,-0.2256,Moderate,7641,32.154,199.7,0.3926,0.3909,Residential,-6.478,False,True,0.374,-1
28.553818345070457,77.10175252699833,41.55,0.433,-0.1344,-0.0945,0.122,Moderate,6352,16.166,203.6,0.3081,0.4049,Commercial,-2.399,False,True,0.3898,-1
28.53606346411681,77.32155278829599,39.0,0.4269,-0.0955,-0.1719,-0.4808,Moderate,33434,19.819,195.1,0.426,0.4638,Green Space,6.549,True,False,0.4568,13
28.675445744971807,77.14747457490782,42.02,0.4023,-0.129,-0.1065,0.2351,Moderate,15951,5.642,201.0,0.4016,0.4609,Residential,5.244,True,False,0.4525,61
28.487992717697377,77.04636059744416,38.76,0.3474,-0.2075,-0.192,-0.5391,Low,5777,25.715,203.6,0.3694,0.3566,Residential,-6.328,False,True,0.3621,-1
28.625184049746615,77.12106253074721,45.41,0.519,-0.0926,-0.1428,1.0376,High,22933,9.466,199.4,0.3777,0.5221,Industrial,3.221,True,False,0.5012,36
28.712389887221136,77.29193399437906,39.21,0.3697,-0.1003,-0.1404,-0.4311,Moderate,19284,11.828,195.1,0.4965,0.458,Green Space,7.95,True,False,0.4488,77
28.461527395127746,77.305552817179,35.99,0.461,-0.1463,-0.314,-1.1938,Low,19965,25.501,194.3,0.4595,0.3662,Green Space,1.753,False,False,0.3586,-1
28.84668525002091,77.04404496448298,38.13,0.3701,-0.0509,-0.2769,-0.6883,Low,15064,26.447,200.4,0.4915,0.4484,Green Space,2.986,True,False,0.4274,115
28.64274785573798,77.1501111112415,40.96,0.4003,-0.099,-0.1717,-0.0159,Moderate,12296,5.714,199.4,0.4647,0.4602,Residential,3.329,True,False,0.4442,49
28.793373426504484,76.98239333246825,33.46,0.4113,-0.1928,-0.26,-1.7934,Very Low,9820,27.815,202.6,0.3863,0.277,Green Space,-4.494,False,True,0.2766,-1
28.71387460669811,77.07005350104082,45.99,0.4526,-0.0802,-0.2285,1.174,High,84974,15.14,203.0,0.5014,0.7114,Residential,6.936,True,False,0.7283,70
28.74080045178682,76.9521401447594,39.92,0.5613,-0.1937,-0.2723,-0.2627,Moderate,8829,28.485,196.4,0.3129,0.3411,Transportation,-5.681,False,True,0.328,-1
28.74374285167656,77.11105085355145,52.42,0.3499,-0.1265,-0.0845,2.6979,Extreme,27052,13.014,196.1,0.5011,0.6875,Industrial,11.741,True,False,0.6892,82
28.820047950589505,77.13490246883198,45.7,0.3719,-0.0305,-0.0069,1.1057,High,32015,18.642,188.7,0.4843,0.6171,Commercial,9.247,True,False,0.6015,111
28.69453060882252,77.01229673542669,42.5,0.326,-0.1717,-0.1011,0.3467,Moderate,7585,20.78,204.8,0.3128,0.4275,Transportation,2.299,True,False,0.4291,56
28.533544232826266,76.97878033332572,43.85,0.5151,-0.1054,-0.23,0.6682,High,1096,28.221,205.7,0.4319,0.4548,Industrial,-1.998,False,True,0.4244,-1
28.447764628575417,76.91702305938205,40.74,0.4071,-0.1439,-0.161,-0.0699,Moderate,33286,35.0,208.3,0.352,0.4614,Residential,-5.511,False,True,0.4653,-1
28.691000297336068,76.91116726976514,40.16,0.3837,-0.0789,-0.1856,-0.2061,Moderate,10916,31.869,200.4,0.3449,0.4291,Residential,-6.015,False,True,0.41,-1
28.431849345809876,77.2028451690142,41.51,0.4464,-0.1047,-0.2333,0.113,Moderate,6752,25.777,199.7,0.4281,0.4394,Residential,-1.545,False,False,0.4178,-1
28.515820856810972,76.95303538182208,40.27,0.4566,-0.1276,-0.0604,-0.1813,Moderate,5806,31.684,210.4,0.3564,0.3914,Commercial,-3.45,False,True,0.3728,-1
28.429139448608915,76.90016828076435,38.9,0.385,-0.2242,0.0007,-0.5053,Low,15763,35.0,216.2,0.3093,0.3561,Transportation,-4.421,False,True,0.3672,-1
28.66346604272315,77.34942456177978,38.88,0.2974,-0.1427,-0.3012,-0.5105,Low,14874,16.919,200.9,0.4218,0.4227,Water Body,6.985,True,False,0.425,55
28.476962299972577,76.97255741596342,41.85,0.4765,-0.1363,-0.05,0.1934,Moderate,6248,32.43,205.2,0.3137,0.4029,Transportation,-5.391,False,True,0.3846,-1
28.692995513328064,77.29698464086835,48.34,0.3096,-0.13,-0.1961,1.7324,Extreme,67329,11.556,197.2,0.4188,0.6981,Residential,10.824,True,False,0.7261,66
28.779615262814367,77.15068483641348,46.8,0.4113,-0.0749,-0.1814,1.3672,High,15093,13.825,200.0,0.5543,0.5889,Residential,12.559,True,False,0.5691,95
28.794502745970494,77.20468578507148,43.81,0.4247,-0.1624,-0.1355,0.659,High,17730,14.511,194.9,0.4249,0.4828,Residential,3.946,True,False,0.48,106
28.54858088390606,77.12606864486482,41.89,0.5323,-0.198,-0.0238,0.2026,Moderate,6089,15.037,209.6,0.333,0.3747,Commercial,-5.735,False,True,0.3634,-1
28.663498175693356,76.93221370948059,34.37,0.414,-0.1353,-0.154,-1.5789,Very Low,29024,29.391,206.8,0.3884,0.3566,Green Space,-5.623,False,True,0.3558,-1
28.67024516484145,77.27199630144082,42.98,0.3766,-0.0012,-0.0667,0.4607,Moderate,32268,8.353,207.7,0.4745,0.581,Green Space,10.687,True,False,0.5597,65
28.626985847434,77.26226611090826,46.45,0.4248,-0.0637,-0.0266,1.2835,High,20077,8.328,198.6,0.4479,0.5739,Residential,11.555,True,False,0.5537,40
28.714454667883885,77.01833958732864,42.26,0.4103,-0.1282,-0.0842,0.2916,Moderate,8257,20.607,189.6,0.4333,0.4533,Commercial,2.379,True,False,0.4398,68
28.500841819435294,77.22956385516984,41.72,0.5205,-0.1602,-0.1262,0.1633,Moderate,15470,18.468,201.7,0.4303,0.4296,Residential,3.315,True,False,0.4173,5
28.87003675500166,77.11695053175566,43.52,0.3015,0.0319,-0.0864,0.5905,High,26635,24.536,192.4,0.4377,0.5947,Residential,6.494,True,False,0.5699,118
28.447078317003648,77.30361506168563,34.52,0.4119,-0.1491,-0.2326,-1.5419,Very Low,23394,26.829,202.4,0.3325,0.33,Green Space,1.504,False,False,0.3288,-1
28.798026147777495,77.24944042936502,34.87,0.3269,-0.1686,-0.3224,-1.4601,Low,8397,15.975,200.9,0.4012,0.3231,Water Body,0.912,False,False,0.3243,-1
28.685166073736568,76.86090784259903,39.43,0.4395,-0.1431,-0.0156,-0.3806,Moderate,2601,35.0,200.2,0.3548,0.3669,Commercial,-7.048,False,True,0.3509,-1
28.517530278652984,77.28843074581754,46.46,0.3692,0.0136,-0.2667,1.2869,High,21474,19.166,196.8,0.4939,0.6255,Residential,9.711,True,False,0.5958,12
28.757924000316944,77.33396887316903,42.46,0.4903,-0.1613,-0.2202,0.3378,Moderate,8831,18.435,190.9,0.4649,0.4387,Residential,-0.566,False,False,0.4254,-1
28.440550829924995,77.2184996633388,43.14,0.4253,-0.2017,-0.208,0.5004,High,7559,24.917,211.8,0.3595,0.4204,Transportation,-1.132,False,False,0.4193,-1
28.771720560535414,76.90115590073201,41.07,0.4279,-0.232,-0.2252,0.0095,Moderate,3280,34.948,197.8,0.3467,0.362,Commercial,-7.574,False,True,0.3641,-1
28.683192906676645,77.25176170381692,39.45,0.2977,-0.1236,-0.1281,-0.3747,Moderate,28645,6.441,197.6,0.4712,0.4804,Green Space,7.976,True,False,0.4867,64
28.45316015283027,77.17021941173803,41.2,0.4089,-0.1978,-0.1358,0.0402,Moderate,6525,23.591,210.9,0.2989,0.3775,Industrial,-3.447,False,True,0.3764,-1
28.438162670284335,77.01280142193622,43.19,0.4897,-0.2525,-0.137,0.5126,High,5491,32.349,208.9,0.4034,0.3959,Industrial,-5.24,False,True,0.3981,-1
28.760401440049502,77.29085558110826,45.07,0.4792,-0.1238,-0.1069,0.958,High,15862,14.934,185.0,0.4908,0.5191,Commercial,2.178,True,False,0.5034,99
28.540609235121842,77.12843901111111,36.04,0.4212,-0.1529,-0.1152,-1.1837,Low,5755,15.669,200.1,0.3873,0.3241,Green Space,-6.255,False,True,0.3132,-1
28.826864888368263,77.2749932448199,41.18,0.5465,-0.1373,-0.212,0.0341,Moderate,13980,20.044,190.0,0.3864,0.4125,Transportation,-3.399,False,True,0.393,-1
28.765795050094482,77.18175801177796,44.43,0.3595,-0.0775,-0.1795,0.8041,High,18189,11.425,188.6,0.4093,0.5337,Commercial,8.626,True,False,0.5204,96
28.735131317464504,76.98714321288952,41.7,0.4275,-0.1247,-0.0773,0.159,Moderate,11197,24.596,197.3,0.3655,0.4349,Transportation,-0.98,False,False,0.421,-1
28.533730905264054,77.33725953488913,39.3,0.3866,0.0094,-0.2228,-0.4097,Moderate,15069,21.248,188.1,0.5012,0.4901,Green Space,4.489,True,False,0.4562,14
28.740293369130377,77.13121282944917,44.58,0.4466,0.0554,-0.1884,0.8401,High,23538,11.182,198.2,0.5008,0.6036,Green Space,13.245,True,False,0.5609,83
28.85511088856712,77.1035451733315,48.17,0.3802,-0.0311,-0.0939,1.6908,Extreme,28586,23.614,194.5,0.5322,0.6587,Transportation,8.144,True,False,0.6406,117
28.443948720497872,77.04578991040916,38.83,0.3533,-0.23,-0.181,-0.5209,Low,6259,29.637,202.8,0.3228,0.3396,Residential,-7.122,False,True,0.3491,-1
28.55655806816171,76.90953554356962,38.42,0.5511,-0.2204,-0.2252,-0.6179,Low,1837,34.064,197.6,0.2996,0.2895,Residential,-6.105,False,True,0.2784,-1
28.512642687421565,77.18996856881844,38.79,0.6089,-0.2559,-0.2133,-0.5306,Low,36119,16.819,207.3,0.3896,0.3679,Residential,-2.198,False,True,0.378,-1
28.588760064512318,77.05970759098297,46.64,0.3797,-0.0673,-0.0689,1.3289,High,6067,17.378,199.5,0.4899,0.5607,Commercial,6.243,True,False,0.537,25
28.756319674329895,77.31665238028137,35.57,0.3938,-0.1306,-0.1158,-1.2938,Low,13327,16.775,198.2,0.3469,0.3378,Green Space,1.396,False,False,0.329,-1
28.627636439084185,77.33219955599563,48.05,0.4198,0.02,-0.1436,1.6638,Extreme,30176,15.54,196.2,0.5034,0.6672,Residential,12.405,True,False,0.637,43
28.673950690937716,77.23149683622847,45.04,0.5814,-0.1186,-0.0812,0.9503,High,20571,3.985,202.9,0.3882,0.4928,Industrial,5.558,True,False,0.4704,63
28.550794346277602,76.96367232948829,42.29,0.5132,-0.0874,-0.1576,0.2979,Moderate,7297,28.787,206.5,0.3908,0.4413,Commercial,-1.037,False,False,0.4112,-1
28.46781884820181,77.20514963721001,42.48,0.3376,-0.0832,-0.1955,0.3442,Moderate,6694,21.795,203.1,0.3617,0.4675,Commercial,-1.265,False,False,0.4505,-1
28.528128151490108,76.85041509299218,38.4,0.5376,-0.2401,-0.2621,-0.6232,Low,731,35.0,203.1,0.4154,0.3056,Residential,-4.934,False,True,0.2989,-1
28.812646544596152,77.26146425643228,39.26,0.5019,-0.1983,-0.2254,-0.4193,Moderate,10445,17.985,198.4,0.3028,0.3396,Residential,-1.57,False,False,0.3332,-1
28.689160141833636,77.09174546921616,42.84,0.3602,-0.1131,-0.0839,0.4291,Moderate,22323,12.012,198.0,0.3489,0.4904,Residential,8.111,True,False,0.4861,59
28.58143456313467,77.31773722144143,45.22,0.4863,-0.1133,-0.0553,0.9932,High,30836,16.236,194.9,0.4548,0.5502,Residential,9.398,True,False,0.5403,30
28.779154871233082,77.03265762107624,41.43,0.4762,-0.1486,-0.2719,0.0933,Moderate,21755,22.275,196.8,0.3022,0.4235,Residential,2.285,True,False,0.4162,91
28.430939567578356,76.97421853828676,43.83,0.5518,-0.1362,-0.2637,0.662,High,1162,35.0,206.9,0.3369,0.4168,Industrial,-4.224,False,True,0.3895,-1
28.521867722202742,77.34747873276558,43.37,0.3654,-0.1349,-0.1147,0.553,High,28613,22.976,202.7,0.3711,0.5086,Commercial,2.89,True,False,0.5116,14
28.51044951394752,77.11064571447116,40.61,0.5035,-0.1723,-0.2107,-0.1003,Moderate,4410,19.555,195.5,0.3506,0.368,Commercial,-6.084,False,True,0.3533,-1
28.872974989840746,77.28022309662931,38.16,0.4448,-0.2633,-0.1284,-0.6805,Low,15549,24.968,200.9,0.297,0.3162,Commercial,-5.339,False,True,0.3297,-1
28.738927319548523,77.30463915365071,43.44,0.4366,-0.0751,-0.1992,0.5711,High,14071,14.558,196.2,0.4386,0.5027,Residential,4.821,True,False,0.4803,89
28.696537249466505,77.10441904351852,45.11,0.5205,-0.0765,-0.0851,0.9653,High,90000,10.893,198.4,0.3958,0.6762,Commercial,9.063,True,False,0.6896,71
28.402392783341345,77.07241410201479,40.9,0.3525,-0.1856,-0.3033,-0.0322,Moderate,3262,32.163,208.1,0.3651,0.3929,Residential,-4.826,False,True,0.3924,-1
28.48846880100313,77.1219718369339,39.39,0.3956,-0.2629,-0.1263,-0.3895,Moderate,7470,21.189,197.3,0.354,0.3386,Commercial,-6.645,False,True,0.3516,-1
28.705059820627078,77.27234714646951,37.51,0.4982,-0.0502,-0.3104,-0.8342,Low,26109,9.525,196.2,0.3091,0.4039,Green Space,9.04,True,False,0.3784,77
28.582265276711198,77.33197671811641,45.72,0.4082,0.0056,-0.087,1.1102,High,15890,17.515,200.5,0.4608,0.5843,Commercial,7.632,True,False,0.5499,31
28.843654584165947,77.00744427577855,42.77,0.5555,-0.1568,-0.1823,0.4115,Moderate,10175,28.989,195.0,0.2563,0.3941,Industrial,-2.109,False,True,0.3754,-1
28.767067625188044,77.21670149488112,45.97,0.3754,-0.1384,-0.104,1.169,High,65627,11.648,197.1,0.4109,0.6394,Industrial,4.365,True,False,0.6629,97
28.614744354945977,76.98554098341788,42.19,0.4586,-0.0894,-0.1565,0.2745,Moderate,4752,24.1,205.4,0.4018,0.4445,Commercial,-0.599,False,False,0.4178,-1
28.75976718921837,77.15158605107906,41.28,0.4111,-0.0077,-0.2982,0.0583,Moderate,17560,11.765,193.2,0.5198,0.5216,Water Body,14.409,True,False,0.4905,95
28.868194075436584,77.25044268999132,39.42,0.5058,-0.2029,-0.0544,-0.383,Moderate,8300,23.429,197.0,0.3006,0.3345,Commercial,-4.537,False,True,0.3276,-1
28.621270795856706,77.29210802557725,46.73,0.2513,0.0029,-0.113,1.3505,High,22995,11.573,197.3,0.4987,0.6495,Residential,15.693,True,False,0.6323,41
28.708412426186495,77.06884525398242,40.71,0.5874,-0.1112,-0.0951,-0.077,Moderate,17040,15.055,206.3,0.4263,0.4232,Green Space,6.986,True,False,0.397,70
28.84095901522942,77.0285753981086,42.95,0.4406,-0.1489,-0.2508,0.4534,Moderate,25545,27.117,201.2,0.4812,0.5003,Residential,1.705,False,False,0.4981,-1
28.519363837777362,76.96926032212555,39.45,0.3773,-0.1468,-0.1577,-0.3745,Moderate,6529,29.946,206.5,0.3935,0.393,Residential,-2.46,False,True,0.3849,-1
28.825547798559814,76.90804275691328,37.53,0.5181,-0.1912,-0.2978,-0.8287,Low,6864,35.0,194.9,0.2789,0.2982,Residential,-8.08,False,True,0.2871,-1
28.44682145925103,77.02610796000828,38.43,0.534,-0.1721,-0.1661,-0.6165,Low,9738,30.675,205.4,0.3727,0.3437,Commercial,-6.05,False,True,0.3293,-1
28.71125512188207,77.2847086804214,40.54,0.4616,-0.0038,-0.2231,-0.1172,Moderate,20262,11.059,199.4,0.4744,0.4991,Green Space,8.101,True,False,0.4646,77
28.775762314426775,77.05359285326743,43.53,0.4831,-0.187,0.276,0.5909,High,14827,20.181,195.0,0.3786,0.443,Residential,4.722,True,False,0.4386,91
28.695010985241165,77.00181951456372,42.3,0.4386,-0.143,-0.122,0.3007,Moderate,10057,21.937,201.8,0.433,0.4476,Commercial,1.134,False,False,0.4357,-1
28.63785670599322,77.21695744473907,46.05,0.2843,0.0193,0.1595,1.1887,High,27980,3.651,200.4,0.5218,0.655,Commercial,5.495,True,False,0.6349,51
28.696326607964327,76.94994808052923,41.25,0.4996,-0.1948,-0.2015,0.0513,Moderate,6243,27.657,200.3,0.35,0.3746,Commercial,-5.397,False,True,0.3655,-1
28.472798580214132,76.97070626926872,37.9,0.3764,-0.231,-0.1438,-0.7428,Low,3922,32.884,202.8,0.3446,0.3194,Residential,-5.493,False,True,0.326,-1
28.503473940958504,77.31731341065253,48.4,0.4853,-0.2028,-0.0952,1.7469,Extreme,11898,22.268,206.5,0.4537,0.5264,Industrial,5.242,True,False,0.523,8
28.529551685099044,76.88161074323479,39.6,0.4309,-0.1748,-0.2765,-0.3386,Moderate,2560,35.0,207.9,0.3669,0.3617,Transportation,-5.962,False,True,0.3522,-1
28.68693408350242,77.05146190192414,45.31,0.4394,-0.041,-0.228,1.0147,High,10787,16.354,198.3,0.4974,0.5511,Residential,5.407,True,False,0.5201,57
28.612112515397634,77.13414310812135,37.15,0.3901,-0.0917,-0.0273,-0.9192,Low,9044,9.047,196.9,0.4491,0.3912,Green Space,2.058,True,False,0.3729,36
28.5173484043932,76.95743296496344,36.95,0.4042,-0.1838,-0.1992,-0.9666,Low,7960,31.179,208.7,0.318,0.3206,Green Space,-3.022,False,True,0.3181,-1
28.823748479429398,76.98331636695971,41.88,0.3965,-0.1444,-0.2467,0.201,Moderate,90000,29.614,196.8,0.3585,0.6096,Transportation,-4.729,False,True,0.646,-1
28.579482483340747,76.95314113602183,40.31,0.5101,-0.1408,-0.236,-0.1707,Moderate,7155,28.648,207.6,0.415,0.3937,Residential,-3.2,False,True,0.3739,-1
28.614095225230347,77.01604464175092,36.62,0.3995,-0.1293,-0.2854,-1.0459,Low,10293,20.836,198.1,0.3637,0.3514,Green Space,2.987,True,False,0.3403,32
28.596656516743515,77.29823793509,46.16,0.4377,-0.1196,-0.3324,1.2158,High,18338,13.497,199.2,0.4926,0.5513,Residential,13.029,True,False,0.5396,30
28.48733261853284,77.06010954675155,41.75,0.4451,-0.1817,-0.3308,0.1702,Moderate,2981,24.808,202.4,0.2933,0.3776,Industrial,-6.864,False,True,0.3686,-1
28.751180967406512,77.05309279842695,47.21,0.3996,-0.1434,-0.1684,1.4639,High,59561,18.676,204.8,0.4633,0.6516,Industrial,4.936,True,False,0.6705,80
28.615259965889052,77.03715624888893,44.11,0.4325,-0.2191,-0.1119,0.7301,High,6106,18.549,203.0,0.4147,0.4369,Commercial,4.827,True,False,0.4377,33
28.407803412748503,77.33169902073816,41.42,0.4563,-0.0978,0.0471,0.0928,Moderate,3215,32.129,198.3,0.4188,0.4292,Residential,-0.007,False,False,0.4034,-1
28.8627265771327,76.89982271247212,37.15,0.4363,-0.1958,-0.1837,-0.9189,Low,8012,35.0,201.1,0.3325,0.3173,Residential,-7.641,False,True,0.3144,-1
28.7915665335658,77.28465646467907,42.64,0.492,-0.0992,-0.2848,0.3807,Moderate,9329,17.181,198.3,0.3323,0.4383,Transportation,0.694,False,False,0.4134,-1
28.747308489964066,77.00685214454127,41.33,0.4473,-0.1902,-0.1798,0.0697,Moderate,16266,23.043,197.3,0.4571,0.431,Commercial,0.657,False,False,0.4309,-1
28.81716409784889,77.32782091176972,41.61,0.5007,-0.1219,-0.1135,0.136,Moderate,31016,22.359,188.8,0.309,0.4547,Commercial,-5.109,False,True,0.4455,-1
28.835267481730664,77.00076589558427,40.69,0.4539,-0.0908,-0.0865,-0.0816,Moderate,15013,28.911,187.7,0.4902,0.4614,Residential,-3.034,False,True,0.4411,-1
28.56199505906453,76.88226592526073,41.23,0.502,-0.0578,-0.0959,0.0477,Moderate,6670,35.0,209.5,0.273,0.4109,Transportation,-6.068,False,True,0.3757,-1
28.693260165640016,77.10522136101979,42.19,0.3417,0.0019,-0.0835,0.2754,Moderate,28905,10.693,191.5,0.4986,0.5726,Green Space,8.857,True,False,0.5515,59
28.692227748418684,76.95621144544806,40.47,0.4156,-0.1453,-0.1703,-0.1332,Moderate,90000,26.911,200.6,0.2931,0.5692,Transportation,-4.975,False,True,0.6042,-1
28.528303841029086,77.22402480589142,42.74,0.4583,-0.1901,-0.098,0.4046,Moderate,74870,15.358,194.0,0.488,0.5898,Residential,4.634,True,False,0.6214,10
28.506537080694592,77.17522586534726,41.5,0.4099,-0.1399,-0.2772,0.1108,Moderate,10037,17.645,209.3,0.3473,0.4222,Residential,-2.652,False,True,0.4121,-1
28.454675482313128,77.19009927054041,34.64,0.5707,-0.2419,-0.3581,-1.5133,Very Low,18527,23.248,208.5,0.3103,0.2552,Green Space,-1.701,False,False,0.2559,-1
28.716470814039898,76.93867963919142,34.86,0.4705,-0.2052,0.0091,-1.4618,Low,37355,29.259,201.6,0.3651,0.3426,Green Space,-6.103,False,True,0.3551,-1
28.774841115694773,77.20140143509141,36.83,0.3246,0.0027,-0.153,-0.9967,Low,20810,12.313,199.2,0.4902,0.4673,Water Body,5.217,True,False,0.4431,96
28.765257430168163,76.99877882375998,38.29,0.4453,-0.2417,-0.13,-0.6504,Low,10894,24.707,197.8,0.3906,0.3357,Residential,-0.956,False,False,0.3425,-1
28.551812181048785,77.34932375431063,43.45,0.3686,-0.2556,-0.4277,0.574,High,12397,20.999,195.1,0.3912,0.4317,Commercial,2.214,True,False,0.4482,22
28.498524728223295,77.21320150816774,41.95,0.5138,-0.0821,-0.0331,0.2174,Moderate,15306,18.456,195.1,0.3867,0.4547,Residential,1.244,False,False,0.428,-1
28.617734805658216,77.14110986877834,46.02,0.4854,-0.1547,0.0055,1.1822,High,10049,8.054,203.0,0.4348,0.4973,Industrial,2.257,True,False,0.4837,36
28.662470460915443,77.28223006739992,49.89,0.3442,0.0264,-0.2616,2.0982,Extreme,37044,9.462,192.6,0.5233,0.7318,Transportation,13.702,True,False,0.7105,53
28.841161821424905,77.14054896685691,40.14,0.4175,-0.1401,-0.2038,-0.211,Moderate,37338,20.639,204.4,0.4622,0.4835,Green Space,6.733,True,False,0.4879,111
28.819915114051543,77.12190243205552,45.34,0.3884,-0.096,-0.1494,1.0207,High,19149,19.209,190.6,0.4557,0.5489,Residential,9.279,True,False,0.5372,111
28.839707999024878,76.96103095743075,39.14,0.5549,-0.13,-0.2934,-0.4478,Moderate,7207,32.656,201.1,0.351,0.3578,Commercial,-7.201,False,True,0.3323,-1
28.80812594486527,77.18583711761596,47.48,0.4486,-0.167,-0.1225,1.5281,Extreme,11303,16.046,199.5,0.4579,0.5303,Industrial,4.745,True,False,0.5228,106
28.86299897812943,77.03106865840722,45.11,0.492,-0.1415,-0.0851,0.9674,High,20573,28.76,190.0,0.4635,0.5157,Industrial,1.357,False,False,0.505,-1
28.623439998641146,76.86197214018419,37.66,0.4811,-0.1795,-0.1507,-0.8,Low,5295,35.0,202.1,0.2951,0.3106,Residential,-4.741,False,True,0.2995,-1
28.422787278767885,77.25619151614868,42.82,0.4026,-0.1764,-0.32,0.4244,Moderate,5231,27.569,202.1,0.3607,0.4235,Commercial,-0.08,False,False,0.4181,-1
28.440109775431267,76.86645531499086,40.59,0.5224,-0.1593,-0.2733,-0.1048,Moderate,90000,35.0,222.4,0.3454,0.5594,Commercial,-4.96,False,True,0.5883,-1
28.587332548050725,77.18287306264867,39.37,0.5808,-0.1672,-0.1199,-0.3938,Moderate,10715,8.653,199.0,0.3456,0.3499,Residential,-2.294,False,True,0.3313,-1
28.52368980381104,76.91992765465731,38.99,0.5545,-0.1448,-0.2022,-0.4837,Moderate,1422,34.474,201.0,0.3867,0.3443,Residential,-4.367,False,True,0.3185,-1
28.481571483853312,77.06061045345113,42.46,0.5883,-0.0734,-0.199,0.3377,Moderate,15177,25.283,206.4,0.2998,0.4356,Industrial,-7.272,False,True,0.4012,-1
28.85753781176415,77.27813674585882,41.8,0.4715,-0.0061,-0.2012,0.1812,Moderate,13457,23.294,187.6,0.4285,0.4926,Commercial,-5.253,False,True,0.4539,-1
28.493801402437096,76.88815397004822,39.16,0.407,-0.1459,-0.3423,-0.4423,Moderate,2448,35.0,206.5,0.3382,0.3631,Residential,-5.98,False,True,0.35,-1
28.86050205071131,77.18024684606183,36.36,0.3847,-0.1424,-0.1039,-1.1079,Low,11043,21.891,191.4,0.4436,0.363,Green Space,0.044,False,False,0.356,-1
28.76520264335418,77.1524355586679,47.86,0.478,-0.0321,-0.092,1.6167,Extreme,22773,12.274,198.1,0.5943,0.6372,Commercial,13.909,True,False,0.6081,95
28.707653922620107,77.2824401706417,47.87,0.2314,-0.0449,-0.0876,1.6193,Extreme,26917,10.65,193.3,0.5538,0.6736,Residential,8.837,True,False,0.6694,77
28.724489100842902,76.92809478437528,34.92,0.5703,-0.2465,-0.1408,-1.4473,Low,4290,30.594,197.6,0.3927,0.2436,Green Space,-6.373,False,True,0.2374,-1
28.55910767535638,77.24789162736425,48.29,0.3207,-0.052,-0.1785,1.7186,Extreme,35214,12.941,204.0,0.5383,0.6785,Commercial,10.203,True,False,0.673,19
28.710284978267975,77.06956181033807,42.08,0.5716,-0.0652,-0.2178,0.2486,Moderate,24241,15.05,199.8,0.3902,0.4745,Residential,7.311,True,False,0.4448,70
28.489612216775004,77.05860839537155,32.86,0.4868,-0.2728,-0.2697,-1.9355,Very Low,22815,24.712,204.4,0.3394,0.2434,Green Space,-6.451,False,True,0.2593,-1
28.85009860761727,77.02451001892834,44.53,0.5012,-0.1957,-0.0403,0.8281,High,15743,28.165,188.1,0.3542,0.4502,Industrial,0.99,False,False,0.4464,-1
28.544860803181084,77.03664281455991,46.19,0.596,-0.147,-0.1785,1.2214,High,13912,22.175,205.7,0.387,0.4834,Industrial,-0.021,False,False,0.4616,-1
28.522489525900898,77.10517940947686,38.6,0.4591,-0.1599,-0.3221,-0.5765,Low,7011,18.725,200.9,0.3547,0.3535,Residential,-4.736,False,True,0.3415,-1
